ид Столб 4	53
ид Столб 5	36
ид Стрела	347
ид Строительная кофта	232
ид Строительный шлем	240
ид Ступеньки 1	375
ид Ступеньки 2	317
ид Ступеньки 3	318
ид Ступеньки 4	316
ид Стяжка	1197
ид Сухой паек	81
ид Сыр	464
ид Сырая золотая рыбка	1349
ид Сырая оленина	514
ид Сырая форель	504
ид Сырой	1347
ид Сырой кальмар	1434
ид Сырой лосось	505
ид Сырой окунь	1351
ид Сэндвич	467
ид Сэндвич жареный с сыром	466
ид Сэндвич с ветчиной	468
ид Сэндвич с говядиной	1404
ид Сэндвич с золотой рыбкой	1401
ид Сэндвич с лососем	1399
ид Сэндвич с окунем	1403
ид Сэндвич с олениной	1402
ид Сэндвич с пескарём	1400
ид Сэндвич с сыром	1405
ид Сэндвич с тунцом	461
ид Сэндвич с форелью	1398
ид Таблетки	392
ид Табличка 1	1098
ид Табличка 2	1097
ид Табличка 3	1096
ид Табличка 4	1095
ид Тактический лазер	151
ид Тактический прицел 1	22
ид Тактический прицел 2	146
ид Тактический прицел 3	147
ид Тактический прицел 4	148
ид Тактический фонарик	152
ид Танковая баррикада	1227
ид Танковое орудие	1300
ид Текловка	1360
ид Теневой Сталкер 1	300
ид Теневой Сталкер 2	1441
ид Тесак	137
ид Тесто	1160
ид Ткань	66
ид Топор	16
ид Торт	471
ид Торцевой ключ	1507
ид Треугольный потолок 1	1269
ид Треугольный потолок 2	1268
ид Треугольный потолок 3	1267
ид Треугольный потолок 4	1266
ид Треугольный фундамент 1	1265
ид Треугольный фундамент 2	1264
ид Треугольный фундамент 3	1263
ид Треугольный фундамент 4	1262
ид Труба 1	1094
ид Труба 2	1075
ид Труба 3	1069
ид Труба 4	1063
ид Тряпка	393
ид Туз Ас	107
ид Турель	1244
ид Тыква	1049
ид Тыква	1046
ид Тюремная дверь	284
ид Удобрение	332
ид Удочка	503
ид Украшенная колючая проволока	1130
ид Улучшенная удочка	1432
ид Улучшенная удочка	1432
ид Улучшенный генератор	1230
ид Улучшенный торт	1431
ид Факел 1	361
ид Факел 2	360
ид Факел 3	359
ид Фартук продавца	314
ид Федора	424
ид Фермерская грядка	1345
ид Фермерская кофта	242
ид Фермерская шляпа	244
ид Фермерские штаны	243
ид Фильтр к противогазу	1271
ид Фиолетовая балаклава	438
ид Фиолетовая бандана	189
ид Фиолетовая вязанная шапка	196
ид Фиолетовая дымовая граната	265
ид Фиолетовая кепка	429
ид Фиолетовая кровать	1312
ид Фиолетовая куртка	160
ид Фиолетовая одноплечная сумка	1186
ид Фиолетовая спортивная футболка	159
ид Фиолетовая футболка	158
ид Фиолетовое пончо	414
ид Фиолетовый балахон	157
ид Фиолетовый дельтаплан	1805
ид Фиолетовый зонтик	1125
ид Фиолетовый рюкзак	204
ид Фиолетовый рюкзак путешественника	249
ид Фиолетовый свитер-жилет	219
ид Фиолетовый спальник	292
ид Фиолетовый флаер	258
ид Фиолетовый шарф	1137
ид Флаг 1	1234
ид Флаг 2	1233
ид Флаг 3	1232
ид Флаг 4	1231
ид Фляжка	337
ид Фляжка берёза	482
ид Фляжка клён	481
ид Фляжка сосна	483
ид Фонарик	276
ид Фортификация 1	287
ид Фортификация 2	48
ид Фортификация 3	47
ид Фортификация 4	29
ид Фундамент 1	369
ид Фундамент 2	52
ид Фундамент 3	51
ид Фундамент 4	31
ид Фуражка коалиции	1426
ид Фуражка пилота	1359
ид Фьюзилаут	1375
ид Халат доктора	311
ид Химзащита верх	1015
ид Химзащита голова	1017
ид Химзащита низ	1016
ид Химикаты	75
ид Хлеб	460
ид Хоккейная клюшка	106
ид Хоккейная маска	1048
ид Хокхaунд	109
ид Холодильник	1249
ид Цепь	722
ид Цилиндр	27
ид Черная балаклава	434
ид Черная бандана	185
ид Черная вязанная шапка	192
ид Черная дымовая граната	261
ид Черная кепка	425
ид Черная куртка	182
ид Чёрная одноплечная сумка	1182
ид Черная спортивная футболка	184
ид Черная футболка	183
ид Черное пончо	410
ид Черный балахон	181
ид Чёрный зонтик	1103
ид Черный рюкзак	200
ид Черный рюкзак путешественника	245
ид Черный свитер-жилет	215
ид Черный спальник	288
ид Чёрный шарф	1133
ид Черныйдельтаплан	1806
ид Чертёж улучшенного торта	1430
ид Чертёж улучшенной удочки	1433
ид Чертёж четырёхстволки	1437
ид Чертёж Штык-ножа	1439
ид Чеснок шипы	382
ид Четырёхстволка	1436
ид Чипсы	82
ид Шарф	597
ид Швейцарская Винтовка	1488
ид Швейцарский нож	139
ид Шина	96
ид Шкаф 1	1281
ид Шкаф 2	1280
ид Шкаф 3	1279
ид Шкаф 4	1278
ид Шлем коалиции	1427
ид Шляпа конной полиции	313
ид Шляпа мафии	1385
ид Шляпа мафиози	1385
ид Шляпа рыбака	509
ид Шляпа санты	278
ид Шовный комплект	403
ид Шоколадный батончик	83
ид Шорты грузчика	227
ид Шорты цвета хаки	226
ид Шофилд	101
ид Штаны вора	1157
ид Штаны гидрокостюма	1180
ид Штаны грузчика	209
ид Штаны доктора	312
ид Штаны заключённого	304
ид Штаны из кожи	518
ид Штаны инженера	408
ид Штаны коалиции	1419
ид Штаны конной полиции	305
ид Штаны мафии	1387
ид Штаны механика	406
ид Штаны пилота	1474
ид Штаны продавца 1	315
ид Штаны продавца 2	315
ид Штаны рыбака	511
ид Штаны санты	280
ид Штаны спортивного костюма	1392
ид Штык-нож	1438
ид Энергетический батончик	86
ид Энергитический напиток	93
ид Эхо	1382
ид Юри	1041
ид Яблочный сок	91
ид Яд Бэйн	1484
ид Яйца	470
ид Янтарные ягоды	270
ид Ярость ада	1364
ид Ящик 1	368
